doi,pdf_path,filename,extraction_date,source_title,original_length,processed_length
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,3333,2321
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,2187,1554
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,2523,1716
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,2219,1521
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,1683,1177
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,1978,1360
10.1002symb.504,bourdieu_sociology_corpus\10.1002symb.504.pdf,10.1002symb.504.pdf,2025-03-12 18:15:12,,1578,1122
10.1002symb.505,bourdieu_sociology_corpus\10.1002symb.505.pdf,10.1002symb.505.pdf,2025-03-12 18:15:13,,2303,1677
10.1002symb.505,bourdieu_sociology_corpus\10.1002symb.505.pdf,10.1002symb.505.pdf,2025-03-12 18:15:13,,1677,1108
10.1002symb.51,bourdieu_sociology_corpus\10.1002symb.51.pdf,10.1002symb.51.pdf,2025-03-12 18:15:09,,833,594
10.1002symb.513,bourdieu_sociology_corpus\10.1002symb.513.pdf,10.1002symb.513.pdf,2025-03-12 18:15:10,,1579,997
10.1002symb.513,bourdieu_sociology_corpus\10.1002symb.513.pdf,10.1002symb.513.pdf,2025-03-12 18:15:10,,1854,1172
10.1002symb.513,bourdieu_sociology_corpus\10.1002symb.513.pdf,10.1002symb.513.pdf,2025-03-12 18:15:10,,672,368
10.1002symb.520,bourdieu_sociology_corpus\10.1002symb.520.pdf,10.1002symb.520.pdf,2025-03-12 18:15:10,,1171,756
10.1002symb.520,bourdieu_sociology_corpus\10.1002symb.520.pdf,10.1002symb.520.pdf,2025-03-12 18:15:10,,1290,875
10.1002symb.549,bourdieu_sociology_corpus\10.1002symb.549.pdf,10.1002symb.549.pdf,2025-03-12 18:15:10,,2591,1931
10.1002symb.549,bourdieu_sociology_corpus\10.1002symb.549.pdf,10.1002symb.549.pdf,2025-03-12 18:15:10,,3017,2158
10.1002symb.563,bourdieu_sociology_corpus\10.1002symb.563.pdf,10.1002symb.563.pdf,2025-03-12 18:15:10,,1593,1091
10.1002symb.563,bourdieu_sociology_corpus\10.1002symb.563.pdf,10.1002symb.563.pdf,2025-03-12 18:15:10,,1351,998
10.1002symb.563,bourdieu_sociology_corpus\10.1002symb.563.pdf,10.1002symb.563.pdf,2025-03-12 18:15:10,,1952,1451
10.1002symb.570,bourdieu_sociology_corpus\10.1002symb.570.pdf,10.1002symb.570.pdf,2025-03-12 18:15:12,,1326,945
10.1002symb.598,bourdieu_sociology_corpus\10.1002symb.598.pdf,10.1002symb.598.pdf,2025-03-12 18:15:10,,1012,685
10.1002symb.605,bourdieu_sociology_corpus\10.1002symb.605.pdf,10.1002symb.605.pdf,2025-03-12 18:15:11,,1695,1090
10.1002symb.64,bourdieu_sociology_corpus\10.1002symb.64.pdf,10.1002symb.64.pdf,2025-03-12 18:15:10,,1005,689
10.1002symb.661,bourdieu_sociology_corpus\10.1002symb.661.pdf,10.1002symb.661.pdf,2025-03-12 18:15:11,,1951,1316
10.1002symb.661,bourdieu_sociology_corpus\10.1002symb.661.pdf,10.1002symb.661.pdf,2025-03-12 18:15:11,,1889,1270
10.1002symb.661,bourdieu_sociology_corpus\10.1002symb.661.pdf,10.1002symb.661.pdf,2025-03-12 18:15:11,,1480,1022
10.1002symb.74,bourdieu_sociology_corpus\10.1002symb.74.pdf,10.1002symb.74.pdf,2025-03-12 18:15:10,,1560,1033
10.1002symb.74,bourdieu_sociology_corpus\10.1002symb.74.pdf,10.1002symb.74.pdf,2025-03-12 18:15:10,,1612,1139
10.1006ssre.1998.0618,bourdieu_sociology_corpus\10.1006ssre.1998.0618.pdf,10.1006ssre.1998.0618.pdf,2025-03-12 18:15:11,,1925,1363
10.1006ssre.1998.0618,bourdieu_sociology_corpus\10.1006ssre.1998.0618.pdf,10.1006ssre.1998.0618.pdf,2025-03-12 18:15:11,,1469,1085
10.1006ssre.1998.0618,bourdieu_sociology_corpus\10.1006ssre.1998.0618.pdf,10.1006ssre.1998.0618.pdf,2025-03-12 18:15:11,,2310,1645
10.1006ssre.1998.0618,bourdieu_sociology_corpus\10.1006ssre.1998.0618.pdf,10.1006ssre.1998.0618.pdf,2025-03-12 18:15:11,,2974,2106
10.1006ssre.1998.0629,bourdieu_sociology_corpus\10.1006ssre.1998.0629.pdf,10.1006ssre.1998.0629.pdf,2025-03-12 18:15:11,,2603,1762
10.1006ssre.1998.0629,bourdieu_sociology_corpus\10.1006ssre.1998.0629.pdf,10.1006ssre.1998.0629.pdf,2025-03-12 18:15:11,,2062,1475
10.1006ssre.1998.0629,bourdieu_sociology_corpus\10.1006ssre.1998.0629.pdf,10.1006ssre.1998.0629.pdf,2025-03-12 18:15:11,,2826,2037
10.1006ssre.1998.0642,bourdieu_sociology_corpus\10.1006ssre.1998.0642.pdf,10.1006ssre.1998.0642.pdf,2025-03-12 18:15:11,,2176,1451
10.1006ssre.1999.0655,bourdieu_sociology_corpus\10.1006ssre.1999.0655.pdf,10.1006ssre.1999.0655.pdf,2025-03-12 18:15:12,,2467,1812
10.1006ssre.1999.0655,bourdieu_sociology_corpus\10.1006ssre.1999.0655.pdf,10.1006ssre.1999.0655.pdf,2025-03-12 18:15:12,,1957,1401
10.1006ssre.1999.0655,bourdieu_sociology_corpus\10.1006ssre.1999.0655.pdf,10.1006ssre.1999.0655.pdf,2025-03-12 18:15:12,,1190,877
10.1006ssre.1999.0655,bourdieu_sociology_corpus\10.1006ssre.1999.0655.pdf,10.1006ssre.1999.0655.pdf,2025-03-12 18:15:12,,2176,1542
10.1006ssre.1999.0655,bourdieu_sociology_corpus\10.1006ssre.1999.0655.pdf,10.1006ssre.1999.0655.pdf,2025-03-12 18:15:12,,1695,1218
10.1006ssre.2001.0700,bourdieu_sociology_corpus\10.1006ssre.2001.0700.pdf,10.1006ssre.2001.0700.pdf,2025-03-12 18:15:11,,1971,1378
10.1006ssre.2001.0713,bourdieu_sociology_corpus\10.1006ssre.2001.0713.pdf,10.1006ssre.2001.0713.pdf,2025-03-12 18:15:13,,1188,847
10.1007bf00889072,bourdieu_sociology_corpus\10.1007bf00889072.pdf,10.1007bf00889072.pdf,2025-03-12 18:15:12,,535,362
10.1007bf00889072,bourdieu_sociology_corpus\10.1007bf00889072.pdf,10.1007bf00889072.pdf,2025-03-12 18:15:12,,727,481
10.1007bf01112731,bourdieu_sociology_corpus\10.1007bf01112731.pdf,10.1007bf01112731.pdf,2025-03-12 18:15:11,,1067,769
10.1007bf01112731,bourdieu_sociology_corpus\10.1007bf01112731.pdf,10.1007bf01112731.pdf,2025-03-12 18:15:11,,834,585
10.1007bf01112731,bourdieu_sociology_corpus\10.1007bf01112731.pdf,10.1007bf01112731.pdf,2025-03-12 18:15:11,,347,236
10.1007bf01114392,bourdieu_sociology_corpus\10.1007bf01114392.pdf,10.1007bf01114392.pdf,2025-03-12 18:15:11,,963,683
10.1007bf01114393,bourdieu_sociology_corpus\10.1007bf01114393.pdf,10.1007bf01114393.pdf,2025-03-12 18:15:11,,1156,810
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1065,797
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1379,967
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1616,1063
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1430,959
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1501,1020
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1503,1001
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1273,845
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1049,722
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1181,746
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,995,674
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1175,855
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1008,656
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1417,964
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1453,957
10.1007bf01114397,bourdieu_sociology_corpus\10.1007bf01114397.pdf,10.1007bf01114397.pdf,2025-03-12 18:15:12,,1210,854
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1614,1098
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1596,1151
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1599,1103
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1033,760
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1328,880
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,1165,792
10.1007bf01114404,bourdieu_sociology_corpus\10.1007bf01114404.pdf,10.1007bf01114404.pdf,2025-03-12 18:15:12,,470,330
10.1007bf01115097,bourdieu_sociology_corpus\10.1007bf01115097.pdf,10.1007bf01115097.pdf,2025-03-12 18:15:14,,1139,686
10.1007bf01115097,bourdieu_sociology_corpus\10.1007bf01115097.pdf,10.1007bf01115097.pdf,2025-03-12 18:15:14,,1063,697
10.1007bf01115390,bourdieu_sociology_corpus\10.1007bf01115390.pdf,10.1007bf01115390.pdf,2025-03-12 18:15:11,,1081,723
10.1007bf01115493,bourdieu_sociology_corpus\10.1007bf01115493.pdf,10.1007bf01115493.pdf,2025-03-12 18:15:14,,1124,799
10.1007bf01466315,bourdieu_sociology_corpus\10.1007bf01466315.pdf,10.1007bf01466315.pdf,2025-03-12 18:15:13,,719,487
10.1007bf01466315,bourdieu_sociology_corpus\10.1007bf01466315.pdf,10.1007bf01466315.pdf,2025-03-12 18:15:13,,844,589
10.1007bf01466315,bourdieu_sociology_corpus\10.1007bf01466315.pdf,10.1007bf01466315.pdf,2025-03-12 18:15:13,,1117,778
10.1007bf01466315,bourdieu_sociology_corpus\10.1007bf01466315.pdf,10.1007bf01466315.pdf,2025-03-12 18:15:13,,784,566
10.1007bf01466315,bourdieu_sociology_corpus\10.1007bf01466315.pdf,10.1007bf01466315.pdf,2025-03-12 18:15:13,,456,326
10.1007bf01507704,bourdieu_sociology_corpus\10.1007bf01507704.pdf,10.1007bf01507704.pdf,2025-03-12 18:15:14,,739,425
10.1007bf02167962,bourdieu_sociology_corpus\10.1007bf02167962.pdf,10.1007bf02167962.pdf,2025-03-12 18:15:12,,1285,919
10.1007bf02393276,bourdieu_sociology_corpus\10.1007bf02393276.pdf,10.1007bf02393276.pdf,2025-03-12 18:15:12,,939,705
10.1007bf02393276,bourdieu_sociology_corpus\10.1007bf02393276.pdf,10.1007bf02393276.pdf,2025-03-12 18:15:12,,1287,838
10.1007bf02393347,bourdieu_sociology_corpus\10.1007bf02393347.pdf,10.1007bf02393347.pdf,2025-03-12 18:15:13,,711,471
10.1007bf02408364,bourdieu_sociology_corpus\10.1007bf02408364.pdf,10.1007bf02408364.pdf,2025-03-12 18:15:13,,1511,1034
10.1007bf02408366,bourdieu_sociology_corpus\10.1007bf02408366.pdf,10.1007bf02408366.pdf,2025-03-12 18:15:16,,1025,724
10.1007bf02408367,bourdieu_sociology_corpus\10.1007bf02408367.pdf,10.1007bf02408367.pdf,2025-03-12 18:15:13,,1315,886
10.1007bf02408386,bourdieu_sociology_corpus\10.1007bf02408386.pdf,10.1007bf02408386.pdf,2025-03-12 18:15:13,,1369,903
10.1007bf02408387,bourdieu_sociology_corpus\10.1007bf02408387.pdf,10.1007bf02408387.pdf,2025-03-12 18:15:13,,1331,871
10.1007bf02408388,bourdieu_sociology_corpus\10.1007bf02408388.pdf,10.1007bf02408388.pdf,2025-03-12 18:15:14,,995,645
10.1007s10745-005-4142-9,bourdieu_sociology_corpus\10.1007s10745-005-4142-9.pdf,10.1007s10745-005-4142-9.pdf,2025-03-12 18:15:13,,1672,1179
10.1007s10745-005-8211-x,bourdieu_sociology_corpus\10.1007s10745-005-8211-x.pdf,10.1007s10745-005-8211-x.pdf,2025-03-12 18:15:13,,1388,933
10.1007s10745-005-8211-x,bourdieu_sociology_corpus\10.1007s10745-005-8211-x.pdf,10.1007s10745-005-8211-x.pdf,2025-03-12 18:15:13,,1535,857
10.1007s10745-006-9016-2,bourdieu_sociology_corpus\10.1007s10745-006-9016-2.pdf,10.1007s10745-006-9016-2.pdf,2025-03-12 18:15:13,,963,660
10.1007s10745-006-9071-8,bourdieu_sociology_corpus\10.1007s10745-006-9071-8.pdf,10.1007s10745-006-9071-8.pdf,2025-03-12 18:15:13,,1059,703
10.1007s10745-006-9106-1,bourdieu_sociology_corpus\10.1007s10745-006-9106-1.pdf,10.1007s10745-006-9106-1.pdf,2025-03-12 18:15:13,,1205,830
10.1007s10745-007-9134-5,bourdieu_sociology_corpus\10.1007s10745-007-9134-5.pdf,10.1007s10745-007-9134-5.pdf,2025-03-12 18:15:14,,688,451
10.1007s10745-007-9134-5,bourdieu_sociology_corpus\10.1007s10745-007-9134-5.pdf,10.1007s10745-007-9134-5.pdf,2025-03-12 18:15:14,,1013,653
10.1007s10745-011-9420-0,bourdieu_sociology_corpus\10.1007s10745-011-9420-0.pdf,10.1007s10745-011-9420-0.pdf,2025-03-12 18:15:17,,1478,1140
10.1007s10745-011-9420-0,bourdieu_sociology_corpus\10.1007s10745-011-9420-0.pdf,10.1007s10745-011-9420-0.pdf,2025-03-12 18:15:17,,1557,1091
10.1007s10745-012-9470-y,bourdieu_sociology_corpus\10.1007s10745-012-9470-y.pdf,10.1007s10745-012-9470-y.pdf,2025-03-12 18:15:14,,1268,890
10.1007s10745-012-9477-4,bourdieu_sociology_corpus\10.1007s10745-012-9477-4.pdf,10.1007s10745-012-9477-4.pdf,2025-03-12 18:15:16,,1394,1021
10.1007s10745-012-9477-4,bourdieu_sociology_corpus\10.1007s10745-012-9477-4.pdf,10.1007s10745-012-9477-4.pdf,2025-03-12 18:15:16,,1652,1241
10.1007s10745-012-9554-8,bourdieu_sociology_corpus\10.1007s10745-012-9554-8.pdf,10.1007s10745-012-9554-8.pdf,2025-03-12 18:15:14,,1063,742
10.1007s10745-012-9554-8,bourdieu_sociology_corpus\10.1007s10745-012-9554-8.pdf,10.1007s10745-012-9554-8.pdf,2025-03-12 18:15:14,,746,513
10.1007s10745-012-9561-9,bourdieu_sociology_corpus\10.1007s10745-012-9561-9.pdf,10.1007s10745-012-9561-9.pdf,2025-03-12 18:15:14,,1151,772
10.1007s10745-014-9655-7,bourdieu_sociology_corpus\10.1007s10745-014-9655-7.pdf,10.1007s10745-014-9655-7.pdf,2025-03-12 18:15:19,,1970,1307
10.1007s10745-014-9697-x,bourdieu_sociology_corpus\10.1007s10745-014-9697-x.pdf,10.1007s10745-014-9697-x.pdf,2025-03-12 18:15:14,,947,662
10.1007s10745-014-9705-1,bourdieu_sociology_corpus\10.1007s10745-014-9705-1.pdf,10.1007s10745-014-9705-1.pdf,2025-03-12 18:15:15,,1496,1006
10.1007s10745-015-9724-6,bourdieu_sociology_corpus\10.1007s10745-015-9724-6.pdf,10.1007s10745-015-9724-6.pdf,2025-03-12 18:15:15,,1066,729
10.1007s10745-016-9832-y,bourdieu_sociology_corpus\10.1007s10745-016-9832-y.pdf,10.1007s10745-016-9832-y.pdf,2025-03-12 18:15:16,,1745,1174
10.1007s10745-016-9845-6,bourdieu_sociology_corpus\10.1007s10745-016-9845-6.pdf,10.1007s10745-016-9845-6.pdf,2025-03-12 18:15:16,,1485,1113
10.1007s10745-016-9845-6,bourdieu_sociology_corpus\10.1007s10745-016-9845-6.pdf,10.1007s10745-016-9845-6.pdf,2025-03-12 18:15:16,,1772,1402
10.1007s10745-017-9928-z,bourdieu_sociology_corpus\10.1007s10745-017-9928-z.pdf,10.1007s10745-017-9928-z.pdf,2025-03-12 18:15:15,,1548,1103
10.1007s10745-017-9928-z,bourdieu_sociology_corpus\10.1007s10745-017-9928-z.pdf,10.1007s10745-017-9928-z.pdf,2025-03-12 18:15:15,,1222,797
10.1007s10745-019-00087-7,bourdieu_sociology_corpus\10.1007s10745-019-00087-7.pdf,10.1007s10745-019-00087-7.pdf,2025-03-12 18:15:15,,1372,924
10.1007s10745-019-0051-1,bourdieu_sociology_corpus\10.1007s10745-019-0051-1.pdf,10.1007s10745-019-0051-1.pdf,2025-03-12 18:15:15,,1441,970
10.1007s10745-021-00221-4,bourdieu_sociology_corpus\10.1007s10745-021-00221-4.pdf,10.1007s10745-021-00221-4.pdf,2025-03-12 18:15:16,,1980,1348
10.1007s11133-005-8365-2,bourdieu_sociology_corpus\10.1007s11133-005-8365-2.pdf,10.1007s11133-005-8365-2.pdf,2025-03-12 18:15:15,,1721,1147
10.1007s11133-005-8365-2,bourdieu_sociology_corpus\10.1007s11133-005-8365-2.pdf,10.1007s11133-005-8365-2.pdf,2025-03-12 18:15:15,,2245,1481
10.1007s11133-005-8365-2,bourdieu_sociology_corpus\10.1007s11133-005-8365-2.pdf,10.1007s11133-005-8365-2.pdf,2025-03-12 18:15:15,,1404,912
10.1007s11133-005-8366-1,bourdieu_sociology_corpus\10.1007s11133-005-8366-1.pdf,10.1007s11133-005-8366-1.pdf,2025-03-12 18:15:15,,998,676
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1907,1181
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1834,1278
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1550,1011
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1846,1150
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,2012,1392
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1665,1171
10.1007s11133-005-8367-0,bourdieu_sociology_corpus\10.1007s11133-005-8367-0.pdf,10.1007s11133-005-8367-0.pdf,2025-03-12 18:15:16,,1042,660
10.1007s11133-006-9013-1,bourdieu_sociology_corpus\10.1007s11133-006-9013-1.pdf,10.1007s11133-006-9013-1.pdf,2025-03-12 18:15:15,,1245,892
10.1007s11133-006-9013-1,bourdieu_sociology_corpus\10.1007s11133-006-9013-1.pdf,10.1007s11133-006-9013-1.pdf,2025-03-12 18:15:15,,1166,801
10.1007s11133-006-9013-1,bourdieu_sociology_corpus\10.1007s11133-006-9013-1.pdf,10.1007s11133-006-9013-1.pdf,2025-03-12 18:15:15,,1882,1229
10.1007s11133-006-9013-1,bourdieu_sociology_corpus\10.1007s11133-006-9013-1.pdf,10.1007s11133-006-9013-1.pdf,2025-03-12 18:15:15,,1872,1269
10.1007s11133-006-9021-1,bourdieu_sociology_corpus\10.1007s11133-006-9021-1.pdf,10.1007s11133-006-9021-1.pdf,2025-03-12 18:15:17,,1147,821
10.1007s11133-006-9026-9,bourdieu_sociology_corpus\10.1007s11133-006-9026-9.pdf,10.1007s11133-006-9026-9.pdf,2025-03-12 18:15:15,,729,474
10.1007s11133-006-9026-9,bourdieu_sociology_corpus\10.1007s11133-006-9026-9.pdf,10.1007s11133-006-9026-9.pdf,2025-03-12 18:15:15,,1296,850
10.1007s11133-006-9032-y,bourdieu_sociology_corpus\10.1007s11133-006-9032-y.pdf,10.1007s11133-006-9032-y.pdf,2025-03-12 18:15:17,,1276,770
10.1007s11133-006-9032-y,bourdieu_sociology_corpus\10.1007s11133-006-9032-y.pdf,10.1007s11133-006-9032-y.pdf,2025-03-12 18:15:17,,1249,796
